text,clean_text,created_at,date,hour,month,day_of_week,user_location,country,hashtags,sentiment,compound_score,retweet_count,like_count
Russian propaganda is everywhere online. Stay critical. #InfoWar #UkraineWar,russian propaganda is everywhere online stay critical #infowar #ukrainewar,2023-01-19 01:50:12.906453,2023-01-19,1,2023-01,Thursday,,Other,"#infowar, #ukrainewar",Negative,-0.5106,1,76
Western media bias against Russia is obvious. Two sides to every story. #Russia,western media bias against russia is obvious two sides to every story #russia,2023-01-19 06:13:08.794397,2023-01-19,6,2023-01,Thursday,,Other,#russia,Negative,-0.1027,25,98
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #Ukraine #UkraineWar,prayers for the people of ukraine this war must end #standwithukraine #ukraine #ukraine #ukrainewar,2023-01-19 10:36:04.682341,2023-01-19,10,2023-01,Thursday,United Kingdom,UK,"#standwithukraine, #ukraine, #ukraine, #ukrainewar",Negative,-0.6833,26,3
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #Zelensky,russian forces advancing near kharkiv the world watches in horror #ukrainewar #zelensky,2023-01-19 14:59:00.570285,2023-01-19,14,2023-01,Thursday,Israel,Israel,"#ukrainewar, #zelensky",Negative,-0.5719,5,193
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #Ukraine #StopRussia,prayers for the people of ukraine this war must end #standwithukraine #ukraine #ukraine #stoprussia,2023-01-19 19:21:56.458229,2023-01-19,19,2023-01,Thursday,Netherlands,Other,"#standwithukraine, #ukraine, #ukraine, #stoprussia",Negative,-0.6833,88,60
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #CeasefireNow #Hamas,ceasefire needed now in gaza children are dying #ceasefirenow #ceasefirenow #hamas,2023-01-19 23:44:52.346173,2023-01-19,23,2023-01,Thursday,,Other,"#ceasefirenow, #ceasefirenow, #hamas",Neutral,0.0,10,104
Western media bias against Russia is obvious. Two sides to every story. #Russia,western media bias against russia is obvious two sides to every story #russia,2023-01-20 04:07:48.234117,2023-01-20,4,2023-01,Friday,United Kingdom,UK,#russia,Negative,-0.1027,22,4
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #Hamas #CeasefireNow,ceasefire needed now in gaza children are dying #ceasefirenow #hamas #ceasefirenow,2023-01-20 08:30:44.122061,2023-01-20,8,2023-01,Friday,Australia,Australia,"#ceasefirenow, #hamas, #ceasefirenow",Neutral,0.0,7,243
Propaganda from both sides. Hard to know the truth about #UkraineWar #Sanctions #PeaceNotWar,propaganda from both sides hard to know the truth about #ukrainewar #sanctions #peacenotwar,2023-01-20 12:53:40.010005,2023-01-20,12,2023-01,Friday,Netherlands,Other,"#ukrainewar, #sanctions, #peacenotwar",Neutral,-0.0258,67,144
Moscow protests against the war — brave Russians standing up. #AntiWar #Russia #PeaceNotWar,moscow protests against the war brave russians standing up #antiwar #russia #peacenotwar,2023-01-20 17:16:35.897948,2023-01-20,17,2023-01,Friday,Canada,Other,"#antiwar, #russia, #peacenotwar",Negative,-0.34,58,137
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #CeasefireNow #Palestine,ceasefire needed now in gaza children are dying #ceasefirenow #ceasefirenow #palestine,2023-01-20 21:39:31.785892,2023-01-20,21,2023-01,Friday,Russia,Russia,"#ceasefirenow, #ceasefirenow, #palestine",Neutral,0.0,88,27
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #Zelensky,nato should do more to support ukraine stop the war now #nato #ukraine #zelensky,2023-01-21 02:02:27.673836,2023-01-21,2,2023-01,Saturday,Canada,Other,"#nato, #ukraine, #zelensky",Negative,-0.5289,54,23
Economic impact of the war being felt worldwide. #Peace,economic impact of the war being felt worldwide #peace,2023-01-21 06:25:23.561780,2023-01-21,6,2023-01,Saturday,United Kingdom,UK,#peace,Negative,-0.1027,9,160
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #Ukraine,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #ukraine,2023-01-21 10:48:19.449724,2023-01-21,10,2023-01,Saturday,France,France,"#ukraine, #ukraine",Negative,-0.6249,63,42
Western media bias against Russia is obvious. Two sides to every story. #Putin,western media bias against russia is obvious two sides to every story #putin,2023-01-21 15:11:15.337668,2023-01-21,15,2023-01,Saturday,France,France,#putin,Negative,-0.1027,38,21
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #GazaUnderAttack #Hamas,praying for peace in gaza too many innocent lives lost #gaza #palestine #gazaunderattack #hamas,2023-01-21 19:34:11.225612,2023-01-21,19,2023-01,Saturday,United Kingdom,UK,"#gaza, #palestine, #gazaunderattack, #hamas",Positive,0.7269,5,9
Aid must reach Gaza immediately. People are starving. #GazaAid #GazaUnderAttack,aid must reach gaza immediately people are starving #gazaaid #gazaunderattack,2023-01-21 23:57:07.113556,2023-01-21,23,2023-01,Saturday,Ukraine,Ukraine,"#gazaaid, #gazaunderattack",Negative,-0.4019,0,411
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #StandWithUkraine,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #standwithukraine,2023-01-22 04:20:03.001500,2023-01-22,4,2023-01,Sunday,Turkey,Turkey,"#slavaukraini, #standwithukraine",Positive,0.7827,58,88
Russian propaganda is everywhere online. Stay critical. #InfoWar #UkraineWar,russian propaganda is everywhere online stay critical #infowar #ukrainewar,2023-01-22 08:42:58.889444,2023-01-22,8,2023-01,Sunday,,Other,"#infowar, #ukrainewar",Negative,-0.5106,94,34
The truth about Donbas is more complex than media shows. #RussiaUkraine #Russia,the truth about donbas is more complex than media shows #russiaukraine #russia,2023-01-22 13:05:54.777388,2023-01-22,13,2023-01,Sunday,Turkey,Turkey,"#russiaukraine, #russia",Positive,0.3182,44,881
Russian military performance worse than expected. #Ukraine #Russia #RussiaUkraine #Sanctions,russian military performance worse than expected #ukraine #russia #russiaukraine #sanctions,2023-01-22 17:28:50.665332,2023-01-22,17,2023-01,Sunday,,Other,"#ukraine, #russia, #russiaukraine, #sanctions",Negative,-0.4767,6,65
Hamas must release all hostages immediately. #IsraelHamasWar #Hamas,hamas must release all hostages immediately #israelhamaswar #hamas,2023-01-22 21:51:46.553276,2023-01-22,21,2023-01,Sunday,Netherlands,Other,"#israelhamaswar, #hamas",Neutral,0.0,45,31
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #Ukraine,russian forces advancing near kharkiv the world watches in horror #ukrainewar #ukraine,2023-01-23 02:14:42.441220,2023-01-23,2,2023-01,Monday,Poland,Poland,"#ukrainewar, #ukraine",Negative,-0.5719,18,93
Aid must reach Gaza immediately. People are starving. #GazaAid #GazaUnderAttack,aid must reach gaza immediately people are starving #gazaaid #gazaunderattack,2023-01-23 06:37:38.329164,2023-01-23,6,2023-01,Monday,Germany,Germany,"#gazaaid, #gazaunderattack",Negative,-0.4019,102,2
Israel has the right to defend itself against Hamas attacks. #Israel #GazaUnderAttack #CeasefireNow,israel has the right to defend itself against hamas attacks #israel #gazaunderattack #ceasefirenow,2023-01-23 11:00:34.217108,2023-01-23,11,2023-01,Monday,Australia,Australia,"#israel, #gazaunderattack, #ceasefirenow",Negative,-0.4404,49,248
Economic impact of the war being felt worldwide. #HumanitarianCrisis #War,economic impact of the war being felt worldwide #humanitariancrisis #war,2023-01-23 15:23:30.105052,2023-01-23,15,2023-01,Monday,Ukraine,Ukraine,"#humanitariancrisis, #war",Negative,-0.8316,65,0
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Russia #Putin,supporting ukraine but not blindly need peace negotiations now #russia #russia #putin,2023-01-23 19:46:25.992996,2023-01-23,19,2023-01,Monday,Ukraine,Ukraine,"#russia, #russia, #putin",Negative,-0.4263,2,2
Historical context of the conflict is important to understand. #UN,historical context of the conflict is important to understand #un,2023-01-24 00:09:21.880940,2023-01-24,0,2023-01,Tuesday,Ukraine,Ukraine,#un,Negative,-0.128,77,11
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #PeaceNotWar,supporting ukraine but not blindly need peace negotiations now #russia #peacenotwar,2023-01-24 04:32:17.768884,2023-01-24,4,2023-01,Tuesday,Poland,Poland,"#russia, #peacenotwar",Negative,-0.4263,236,31
Global oil prices rising due to geopolitical tensions. #UN,global oil prices rising due to geopolitical tensions #un,2023-01-24 08:55:13.656828,2023-01-24,8,2023-01,Tuesday,India,India,#un,Negative,-0.4019,9,29
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #UkraineWar #Ukraine,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #ukrainewar #ukraine,2023-01-24 13:18:09.544772,2023-01-24,13,2023-01,Tuesday,,Other,"#slavaukraini, #ukrainewar, #ukraine",Positive,0.7827,36,109
The truth about Donbas is more complex than media shows. #RussiaUkraine #Putin,the truth about donbas is more complex than media shows #russiaukraine #putin,2023-01-24 17:41:05.432716,2023-01-24,17,2023-01,Tuesday,Germany,Germany,"#russiaukraine, #putin",Positive,0.3182,84,30
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Zelensky,zelenskys speech was powerful and moving ukraine will not fall #ukraine #zelensky,2023-01-24 22:04:01.320660,2023-01-24,22,2023-01,Tuesday,Germany,Germany,"#ukraine, #zelensky",Positive,0.4215,15,77
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #Zelensky #UkraineWar,russian forces advancing near kharkiv the world watches in horror #ukrainewar #zelensky #ukrainewar,2023-01-25 02:26:57.208604,2023-01-25,2,2023-01,Wednesday,United Kingdom,UK,"#ukrainewar, #zelensky, #ukrainewar",Negative,-0.5719,26,55
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #SlavaUkraini #NATO,nato should do more to support ukraine stop the war now #nato #ukraine #slavaukraini #nato,2023-01-25 06:49:53.096548,2023-01-25,6,2023-01,Wednesday,Ukraine,Ukraine,"#nato, #ukraine, #slavaukraini, #nato",Negative,-0.5289,238,7
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #GazaUnderAttack #CeasefireNow,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #gazaunderattack #ceasefirenow,2023-01-25 11:12:48.984492,2023-01-25,11,2023-01,Wednesday,Russia,Russia,"#gazaunderattack, #gazaunderattack, #ceasefirenow",Negative,-0.802,36,243
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #UkraineWar,zelenskys speech was powerful and moving ukraine will not fall #ukraine #ukrainewar,2023-01-25 15:35:44.872436,2023-01-25,15,2023-01,Wednesday,Russia,Russia,"#ukraine, #ukrainewar",Positive,0.4215,10,256
Historical context of the conflict is important to understand. #UN,historical context of the conflict is important to understand #un,2023-01-25 19:58:40.760380,2023-01-25,19,2023-01,Wednesday,Poland,Poland,#un,Negative,-0.128,8,204
Israel's response is disproportionate. Too many civilian casualties. #Gaza #Gaza #IsraelHamasWar,israels response is disproportionate too many civilian casualties #gaza #gaza #israelhamaswar,2023-01-26 00:21:36.648324,2023-01-26,0,2023-01,Thursday,Israel,Israel,"#gaza, #gaza, #israelhamaswar",Neutral,0.0,15,120
Russian people are not responsible for Putin's decisions. #PeaceNotWar #Russia #Sanctions,russian people are not responsible for putins decisions #peacenotwar #russia #sanctions,2023-01-26 04:44:32.536268,2023-01-26,4,2023-01,Thursday,Palestine,Palestine,"#peacenotwar, #russia, #sanctions",Negative,-0.2411,164,50
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #Israel,ceasefire needed now in gaza children are dying #ceasefirenow #israel,2023-01-26 09:07:28.424212,2023-01-26,9,2023-01,Thursday,,Other,"#ceasefirenow, #israel",Neutral,0.0,73,147
Russian military performance worse than expected. #Ukraine #Russia #Russia #PeaceNotWar,russian military performance worse than expected #ukraine #russia #russia #peacenotwar,2023-01-26 13:30:24.312156,2023-01-26,13,2023-01,Thursday,Italy,Other,"#ukraine, #russia, #russia, #peacenotwar",Negative,-0.4767,173,166
More weapons needed for Ukraine to defend itself. #UkraineSupport #UkraineWar,more weapons needed for ukraine to defend itself #ukrainesupport #ukrainewar,2023-01-26 17:53:20.200100,2023-01-26,17,2023-01,Thursday,United Kingdom,UK,"#ukrainesupport, #ukrainewar",Negative,-0.4927,15,702
Moscow protests against the war — brave Russians standing up. #AntiWar #Sanctions,moscow protests against the war brave russians standing up #antiwar #sanctions,2023-01-26 22:16:16.088044,2023-01-26,22,2023-01,Thursday,United Kingdom,UK,"#antiwar, #sanctions",Negative,-0.34,74,31
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #StandWithUkraine,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #standwithukraine,2023-01-27 02:39:11.975987,2023-01-27,2,2023-01,Friday,,Other,"#slavaukraini, #standwithukraine",Positive,0.7827,97,400
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #IsraelHamasWar,ceasefire needed now in gaza children are dying #ceasefirenow #israelhamaswar,2023-01-27 07:02:07.863931,2023-01-27,7,2023-01,Friday,United Kingdom,UK,"#ceasefirenow, #israelhamaswar",Neutral,0.0,11,3
Israel has the right to defend itself against Hamas attacks. #Israel #CeasefireNow,israel has the right to defend itself against hamas attacks #israel #ceasefirenow,2023-01-27 11:25:03.751875,2023-01-27,11,2023-01,Friday,Israel,Israel,"#israel, #ceasefirenow",Negative,-0.4404,73,223
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #Israel,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #israel,2023-01-27 15:47:59.639819,2023-01-27,15,2023-01,Friday,Netherlands,Other,"#gazaunderattack, #israel",Negative,-0.802,31,0
Sanctions on Russia will hurt ordinary people most. Not fair. #Putin #Sanctions,sanctions on russia will hurt ordinary people most not fair #putin #sanctions,2023-01-27 20:10:55.527763,2023-01-27,20,2023-01,Friday,United Kingdom,UK,"#putin, #sanctions",Negative,-0.6849,79,44
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Russia,supporting ukraine but not blindly need peace negotiations now #russia #russia,2023-01-28 00:33:51.415707,2023-01-28,0,2023-01,Saturday,Italy,Other,"#russia, #russia",Negative,-0.4263,45,41
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #IsraelHamasWar #Hamas,praying for peace in gaza too many innocent lives lost #gaza #palestine #israelhamaswar #hamas,2023-01-28 04:56:47.303651,2023-01-28,4,2023-01,Saturday,Palestine,Palestine,"#gaza, #palestine, #israelhamaswar, #hamas",Positive,0.7269,13,518
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #StopRussia #SlavaUkraini,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #stoprussia #slavaukraini,2023-01-28 09:19:43.191595,2023-01-28,9,2023-01,Saturday,United States,USA,"#stoprussia, #stoprussia, #slavaukraini",Negative,-0.7717,36,11
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Putin,russia has legitimate security concerns nato expansion threatens peace #russia #putin,2023-01-28 13:42:39.079539,2023-01-28,13,2023-01,Saturday,United Kingdom,UK,"#russia, #putin",Positive,0.5106,189,26
Israel has the right to defend itself against Hamas attacks. #Israel #Gaza #CeasefireNow,israel has the right to defend itself against hamas attacks #israel #gaza #ceasefirenow,2023-01-28 18:05:34.967483,2023-01-28,18,2023-01,Saturday,Germany,Germany,"#israel, #gaza, #ceasefirenow",Negative,-0.4404,113,108
Aid must reach Gaza immediately. People are starving. #GazaAid #Palestine #Israel,aid must reach gaza immediately people are starving #gazaaid #palestine #israel,2023-01-28 22:28:30.855427,2023-01-28,22,2023-01,Saturday,Poland,Poland,"#gazaaid, #palestine, #israel",Negative,-0.4019,54,96
